Occurence Nature condition,,Report,Occurence Nature condition,prediction
WARNING INDICATION        ,54505,"['aircraft', 'grounded', 'r1', 'door', 'pressure', 'check', 'flight', 'attendants', 'panel', 'serviced', 'r1', 'door', 'assist', 'bottle', 'per', 'amm', '521000']",WARNING INDICATION        ,OTHER                     
OTHER                     ,36926,"['flight', 'deck', 'flashlight', 'inop', 'rr', 'flash', 'light', 'per', '256400', 'ops', 'ck']",OTHER                     ,NO TEST                   
FLUID LOSS                ,52445,"['flt', '260', 'phlbos', 'strong', 'fuel', 'odor', 'vents', 'cockpit', 'cabin', 'upon', 'climbout', 'odor', 'stopped', 'apu', 'shut', 'off', 'apu', 'fuel', 'feed', 'line', 'found', 'apu', 'fuel', 'feed', 'line', 'leaking', 'apu', 'fuel', 'feed', 'line', 'placed', 'mel', '282208', 'cat', 'c', 'pulled', 'collared', 'apu', 'fuel', 'sov', 'circuit', 'breaker', 'located', 'rhcbp', 'dc', 'ess', 'bus', '2', 'secured', 'apu', 'fuel', 'shutoff', 'valve', 'override', 'lever', 'closed', 'position', 'drained', 'apu', 'fuel', 'feed', 'line', 'per', 'amm', 'task', '282208', 'apu', 'placed', 'mel', '490000', 'cat', 'c', 'apu', 'abc', 'cmd', 'pwr', 'asc', 'cmd', 'pwr', 'apu', 'fuel', 'sov', 'opn', 'apu', 'fadec', 'cbs', 'outlock', 'per', 'amm', 'task', '491001040801a', 'supplemental', 'information', 'follow']",FLUID LOSS                ,SMOKE/FUMES/ODORS/SPARKS  
OTHER                     ,34350,"['4', '6', 'flahslights', 'inop', 'ok', 'continue', 'per', 'mel', '256402', 'sp1b', 'track', '108376', 'emergency', 'flashlight', 'holdersflashlights', 'restored', 'performed', 'operational', 'check', 'emergency', 'flashlights', 'replaced', 'batterys', 'flashlights', 'stowed', 'fwd', 'jumpseat', 'aft', 'left', 'jumpseat', 'flashlights', 'test', 'servicable', 'condition', 'per', 'amm', '256400', 'cl', '87077']",OTHER                     ,FALSE WARNING             
OTHER                     ,31917,"['found', 'emergency', 'flashlight', 'cb', 'j19', 'popped', 'securing', 'ac', 'nightcaperformed', 'troubleshooting', 'emergencyflashlight', 'assy', 'found', 'corrossion', 'pin', 'connector', 'aft', 'closet', 'cleaned', 'corrosion', 'iaw', 'swpm', '205000', 'reinstalled', 'flashlight', 'assy', 'iaw', 'amm', '335016', 'functional', 'check', 'iaw', '335101', 'func', 'ck', 'good']",OTHER                     ,AFFECT SYSTEMS            
WARNING INDICATION        ,11723,"['fmc', 'disagree', 'ground', 'grounded', 'yes', 'performed', 'reset', 'procedure', 'per', 'qrh', 'success']",WARNING INDICATION        ,FALSE WARNING             
WARNING INDICATION        ,51718,"['engine', 'start', 'flap', 'fail', 'cas', 'message', 'flap', 'handle', 'position', 'flap', 'handle', 'position', '1', 'continued', 'yellow', 'flap', 'indications', 'cas', 'message', 'return', 'handle', 'position', '0', 'made', 'cas', 'message', 'disappear', 'green', 'flap', '0', 'indications', 'appear']",WARNING INDICATION        ,OTHER                     
OTHER                     ,8843,"['aircraft', 'grounded', 'r1', 'door', 'emergency', 'escape', 'slide', 'pressure', 'red', 'band', 'pressure', 'low', 'replaced', 'slide', 'per', 'job', 'card', '26l00025011']",OTHER                     ,ENGINE STOPPAGE           
OTHER                     ,24104,"['l1', 'escape', 'slide', 'bottle', 'press', 'indication', 'light', 'failure', 'deferred', 'per', 'meldmp', '25612ts', 'per', 'fim', '256102', 'rrd', 'batteries', 'ops', 'chk', 'good', 'ref', 'mm', '256104400801', 'removed', 'placard', 'dmi', 'log', 'm734086', 'clear']",OTHER                     ,INADEQUATE Q C            
WARNING INDICATION        ,61945,"['r', 'eng', 'fuel', 'filt', 'eicas', 'message', 'takeoff', 'crew', 'performed', 'air', 'turn', 'back', 'cvg', 'aircraft', 'grounded', 'maintenance', 'maintenance', 'conducted', 'ts', 'per', 'fim', '7311', 'ft', '803', 'found', 'debris', 'fuel', 'filter', 'rt', 'engine', 'replaced', 'fuel', 'filter', 'per', 'amm', '731102', 'leak', 'check', 'ok', 'ac', 'remains', 'etops', '180', 'aircraft', 'returned', 'servic']",WARNING INDICATION        ,FLUID LOSS                
OTHER                     ,51631,"['batepsu13wlaft', 'l', 'displayed', 'emergency', 'light', 'test', 'battery', 'emergency', 'power', 'supply', 'unit', 'epsu', 'location', '13wl', 'replaced', 'iaw', 'amm', '335138000002a', 'amm', '335138400002a', 'ops', 'chk', 'good']",OTHER                     ,NO TEST                   
OTHER                     ,13255,"['pda', '3', 'one', 'aft', 'fuselage', 'vortex', 'generator', 'right', 'hand', 'side', 'missing', 'category', '3', 'ref', 'gmm', '023095', 'ref', 'log', 'page', '6958396']",OTHER                     ,INFLIGHT SEPARATION       
OTHER                     ,76571,"['left', 'wing', 'trailing', 'edge', 'ws', '832', 'outboard', 'aileron', 'areas', 'corrosion', 'around', 'nutpl']",OTHER                     ,INFLIGHT SEPARATION       
WARNING INDICATION        ,61960,"['status', 'msg', 'main', 'bat', 'chgr', 'eicas', 'display', 'aircraft', 'returned', 'block', 'grounded', 'maintenance', 'maintenance', 'inspected', 'cleaned', 'dc', 'ground', 'terminal', 'm10212', 'iaw', 'b767', 'wdm', '243411', 'ops', 'check', 'good', 'time', 'present', 'messages', 'aircraft', 'returned', 'servic']",WARNING INDICATION        ,AFFECT SYSTEMS            
AFFECT SYSTEMS            ,74062,"['apu', 'duct', 'pressure', 'low', 'rr', 'apu', 'ecu', 'per', 'amm', '496105']",AFFECT SYSTEMS            ,OTHER                     
OTHER                     ,41702,"['fwd', 'service', 'door', 'emergency', 'escape', 'slide', 'properly', 'stowed', '01', 'complied', 'swa', 'task', 'card', '7256106fs', 'reminstl', 'slide', 'removal', 'installation', 'fwd', 'service', 'door', 'ttg8q0090vqm', '02', 'cw', '03', 'installed', 'per', 'amm', '256601', '04', 'complied', 'swa', 'task', 'card', '7256106fs', 'reminstl', 'slide', 'removal', 'installation', 'fwd', 'service', 'door', 'ttg8q0090vqm', 'cw', 'inspect']",OTHER                     ,WARNING INDICATION        
OTHER                     ,66393,"['r2', 'door', 'sill', 'fwd', 'fr68', 'around', 'girt', 'bar', 'fitting', '2', 'areas', 'w', 'ith', 'corrosion', 'red', 'marked', 'gen', 'v061682', 'nr929102727027', 'rmvd', 'rpld', 'r2', 'door', 'sill', 'fr68', 'iaw', 'srm', '517212', 'mech', 'v061742', 'insp', 'v061334']",OTHER                     ,F.O.D.                    
WARNING INDICATION        ,95028,"['right', 'elev', 'pitot', 'illuminated', 'grounded', 'yes', 'initial', 'ts', 'found', 'rh', 'feel', 'system', 'pitot', 'probe', 'failed', 'removed', 'replaced', 'r', 'feel', 'system', 'pitot', 'probe', 'ops', 'check', 'successful', 'leak', 'test', 'passed', 'ref', 'b737800', 'amm', '273194401']",WARNING INDICATION        ,NO WARNING INDICATION     
OTHER                     ,90422,"['lh', 'row', '15', 'row', '27', 'emergency', 'lights', 'inop', '01', 'replaced', 'emergency', 'light', 'battery', 'pack', 'row', '15', 'per', 'amm', '335106', 'ops', 'check', 'good', 'defect']",OTHER                     ,NO TEST                   
WARNING INDICATION        ,23137,"['landing', 'gear', 'door', 'gear', 'door', 'open', 'alert', 'lowering', 'landing', 'gear', 'alert', 'remains', '15', 'seconds', 'extinguishing', 'removed', 'replaced', 'lh', 'mlg', 'door', 'actuator', 'cylinder', 'per', 'amm', '323403', 'ops', 'leak', 'check', 'ok']",WARNING INDICATION        ,FLUID LOSS                
OTHER                     ,54330,"['aircraft', 'base', 'maintenance', 'galley', 'm2', 'emergency', 'lights', 'damaged', 'broken', 'removed', 'replaced', 'galley', 'm2', 'emergency', 'lights', 'per', 'amm', '335105960802']",OTHER                     ,NO TEST                   
OTHER                     ,97021,"['emerg', 'exit', 'signlight', 'power', 'removed', 'aircraft', 'emergency', 'light', 'switch', 'turned', 'off', 'emergency', 'exit', 'sign', 'overwing', 'exit', 'remains', 'illuminated', 'power', 'power', 'attempted', 'reset', 'light', 'work', 'signoff', 'tech', 'replaced', '4', 'emer', 'pack', 'charged', 'satisfactory', 'illuminated', 'emer', 'exit', 'e', 'sign', 'test', 'button', 'pushed', 'aft', 'rh', 'wing', 'exterior', 'light', 'stlll', 'illuminate', 'tech', 'opened', 'comme1tb', 'lens', 'inspected', 'lamp', 'lamp', 'almost', 'fell', 'socket', 'tech', 'able', 'get', 'pick', 'back', 'side', 'socket', 'hold', 'place', 'fully', 'insert', 'lamp', 'tech', 'could', 'see', 'loose', 'wires', 'gr']",OTHER                     ,NO WARNING INDICATION     
WARNING INDICATION        ,93494,"['flt187', 'boslax', 'etops', 'air', 'pack', '1', 'regul', 'fault', 'pfr', 'reports', 'compressor', 'outlettemp', 'sensor', '12hh', 'fault', 'removed', 'replaced', 'sensor', '12hh', 'per', 'amm', '216111', 'performed', 'ops', 'test', 'pack', 'temp', 'control', 'sys', 'per', 'amm', '216100', 'ops', 'check', 'normal', 'leaks', 'noted', 'ac', 'ok', 'continued', 'servic']",WARNING INDICATION        ,PARTIAL RPM/PWR LOSS      
FALSE WARNING             ,17643,"['left', 'engine', 'fire', 'warning', 'flight', 'occured', 'cruise', 'abnormal', 'engine', 'indications', 'warning', 'went', 'away', '5', 'seconds', 'f', 'system', 'fault', 'reocurred', 'later', 'r', 'engine', 'fire', 'det', 'redund', 'loss', 'cw', 'visual', 'inspection', 'left', 'eng', 'loop', 'detectors', 'pylon', 'detector', 'trouble', 'found', 'may', 'need', 'fidex', 'mpn', '47508410', 'current', 'msg', 'fire', 'test', 'accomplished', 'test', 'passed', 'per', 'a220', 'amp', '261110', 'lp', '7755788']",FALSE WARNING             ,FLAME/FIRE                
FLUID LOSS                ,70980,"['undocumented', 'splice', 'repair', 'found', 'zchannel', 'fwd', 'cargo', 'floor', 'structure', 'located', 'sta', '560580', 'lbl', '8', 'performed', 'dvi', 'per', 'srm', '511008', 'evaluated', 'iaw', 'srm', '517012', 'damage', 'deviation', 'noted', 'major', 'repair']",FLUID LOSS                ,OTHER                     
OTHER                     ,2750,"['aircraft', 'base', 'maintenance', 'cabin', 'floor', 'panel', '261pf', 'delaminated', 'replaced', 'floor', 'panel', 'per', '530200300011', 'irm', '9701', 'rev', 'k']",OTHER                     ,NO TEST                   
OTHER                     ,29000,"['38', 'inch', 'crack', 'found', 'tail', 'boom', 'near', 'lower', 'fin', 'mounting', 'area', 'upon', 'inspection', 'delamination', 'tailboom', 'skin', 'around', 'crack', 'also', 'discovered', 'approximately', '105', 'x', '10', 'small', 'deformations', 'skin', '0016', 'max', 'also', 'discovered', 'leornardo', 'helicopters', 'repair', 'document', 'awpcpseaw119037', 'dated', '03182021', 'obtained', 'approved', 'data', 'install', 'doubler', 'damage', 'thus', 'returning', 'structural', 'strength', 'tailboom', 'airworthy', 'condition', 'note', 'aircraft', 'returned', 'service', '03302021', '1246', 'local', 'time']",OTHER                     ,VIBRATION/BUFFET          
OTHER                     ,85592,"['suspect', 'aft', 'overwing', 'exit', 'light', '01', 'slaved', 'light', 'assemblies', '16', '21', 'help', 'ran', 'time', 'suspect', 'aft', 'overwing', 'exit', 'light']",OTHER                     ,NO TEST                   
WARNING INDICATION        ,53757,"['aircraft', 'grounded', 'rejected', 'take', '60', 'knots', 'due', 'hot', 'brakes', 'ecam', 'indication', '4', 'brake', 'reached', '425', 'degrees', 'jacked', 'aircraft', 'accomplished', 'satisfactory', 'check', '4', 'brake', 'per', 'amm', '324200']",WARNING INDICATION        ,OTHER                     
WARNING INDICATION        ,11519,"['fl370', 'single', 'fmc', 'ops', 'mcdu', 'scratch', 'pad', 'fo', 'nd', 'amber', 'map', 'displayed', 'fo', 'pfd', 'amber', 'ldg', 'alt', 'displayed', 'rnp', 'anp', 'displayed', 'fo', 'nd', 'mcdu', 'pos', 'shift', 'page', '33', 'shows', 'data', 'fmcr', 'followed', 'qrc', 'fmc', 'fail', 'continued', 'flight', 'fmc', 'transfer', 'switch', 'left', 'grounded', 'yes', 'performed', 'fmc', 'system', 'bite', 'per', 'b737800', 'fim', '3461', 'task', '801', 'flight', 'leg', 'lr', 'fmcs', 'indicated', 'program', 'pin', 'mismatch', 'fmc', 'dip', 'switch', '1', 'm1990', 'found', 'switch', '1', '3', '5', '13', 'incorrect', 'setting', 'yl103', 'effectivity', 'set', 'm1990', 'dip', 'switches', 'per', 'fmc', 'program', 'pins', 'b737800', 'wdm', '346119', 'page', '13', 'sheet', '1', 'fmc', 'source', 'select', 'switch', 'returned', 'normal', 'posit']",WARNING INDICATION        ,NO TEST                   
OTHER                     ,70277,"['exit', 'sign', 'main', 'entry', 'exit', 'signs', 'top', 'entry', 'stairs', 'illuminated', 'emergency', 'lights', 'selected', 'off', 'reset', '2', 'emergency', 'light', 'batt', 'pack', 'inertia', 'switch', 'rmoved', '2emergency', 'light', 'battery', 'pack', 'installed', 'repaired', 'iaw', 'amm', '335006', 'ops', 'checked', 'ok']",OTHER                     ,NO TEST                   
OTHER                     ,43149,"['aft', 'cargo', 'door', 'aft', 'corner', 'scuff', 'plate', 'cracked', 'marked', 'aft', 'cargo', 'door', 'aft', 'corner', 'scff', 'plate', 'cracked', 'marked', '01', 'removed', 'replaced', 'aft', 'cargo', 'aft', 'corner', 'scuff', 'plate', 'iaw', 'amm', '531102', 'reference', 'card', 'ttg8q009grs', 'work', 'performed', 'leak', 'check', 'accomplished', 'postdock', 'card', 'ttg8r008b1a4', '02', 'cw', '03', 'cw', '04', 'cw']",OTHER                     ,FLUID LOSS                
NO TEST                   ,27488,"['4', 'ceiling', 'level', 'emergency', 'lights', 'inoperable', 'row', '12', 'aft', 'replaced', 'nr', '4', 'epsu']",NO TEST                   ,OTHER                     
WARNING INDICATION        ,94640,"['aircraft', 'grounded', 'emergency', 'power', 'supply', 'unit', '10wl', 'battery', 'fault', 'system', 'test', 'maintenance', 'replaced', 'battery', 'emergency', 'power', 'supply', 'unit', '10wl', 'accomplished', 'satisfatory', 'operational', 'check']",WARNING INDICATION        ,NO TEST                   
OTHER                     ,54204,"['aircraft', 'grounded', 'emergency', 'light', 'shroud', 'damaged', 'seat', '12abc', 'replaced', 'emergency', 'light', 'shroud', 'new', 'iaw', 'amm', '335111', 'ops', 'check', 'good']",OTHER                     ,NO TEST                   
OTHER                     ,33722,"['aft', 'service', 'exit', 'lens', 'fell', 'clearing', 'dma', 'log', 'page', '0180851', 'rr', 'emergency', 'light', 'lens', 'cover', 'r2', 'door', 'per', 'amm', '335103', 'ops', 'ok', 'mddr', 'cl', '72211']",OTHER                     ,INADEQUATE Q C            
OTHER                     ,74934,"['emergency', 'declared', 'ac', 'oos', 'le', 'slat', 'disag', 'configuring', 'flap', '1', 'proceded', 'hold', 'work', 'chk', 'list', 'chk', 'list', 'led', 'us', 'le', 'slat', 'asym', 'ck', 'list', 'ended', 'flap', '20', 'landing', 'le', 'slats', 'position', 'decld', 'emerg', 'landed', 'min', 'fuel', 'due', 'extended', 'vectors', '35lfound', 'slat', 'pdu', 'rig', 'performed', 'slat', 'pdu', 'mechanical', 'rig', 'hydraulic', 'rig', 'position', 'transmitter', 'adjustment', 'iaw', 'b757', 'amm', '21', '81', '07', '424', '027', 'ops', 'check', 'good', 'tim']",OTHER                     ,FLT CONT AFFECTED         
OTHER                     ,9204,"['aircraft', 'base', 'maintenance', 'corrosion', 'right', 'wing', 'leading', 'edge', 'slat', '3', 'lower', 'aft', 'bolt', 'replaced', 'bolt', 'per', 'amm', '278465400002a']",OTHER                     ,NO TEST                   
FALSE WARNING             ,50121,"['fwd', 'eqpt', 'ovht', 'eicas', 'message', 'initial', 'climb', 'followed', 'qrh', 'continued', 'flight', 'eicas', 'message', 'extinguished', 'go', 'back', 'auto', '30', 'minpops', 'test', 'equipment', 'cooling', 'system', 'carried', 'iaw', 'amm', '215800', 'test', 'pass', 'ok', 'servicep']",FALSE WARNING             ,OTHER                     
WARNING INDICATION        ,7890,"['aircraft', 'grounded', '2r', 'slide', 'indication', 'shows', 'armed', 'amber', 'door', 'open', 'together', 'supplemental', 'report', 'aala202111150887', 'accomplished', 'operational', 'check', 'per', 'tsm', '521300810804a', 'faults', 'found', 'time', 'clos']",WARNING INDICATION        ,NO WARNING INDICATION     
OTHER                     ,39709,"['rt', 'overwing', 'exit', 'flourescent', 'light', 'inop', '01', 'ok', 'cont', 'per', 'mel', '33203', 'sp1', 'b', 'authorization', 'br26890', '02', 'rr', 'rt', 'overwing', 'exit', 'fluorescent', 'light', 'ballast', 'per', 'amm', '332100', '03', 'work', 'completed', 'lp', '1711356']",OTHER                     ,AFFECT SYSTEMS            
OTHER                     ,91343,"['3', 'emergency', 'exit', 'lights', 'inop', 'right', 'bull', 'nose', 'rows', '51001', 'changed', 'battery', 'pack', 'per', 'amm', '335100', 'ops', 'check', 'good']",OTHER                     ,NO TEST                   
WARNING INDICATION        ,49411,"['outflow', 'valve', 'cycles', 'open', 'closes', 'cruise', 'flt', 'every', '9', 'min', 'auto', 'nr', '2', 'every', '2', '3', 'min', 'auto', 'nr', '1', 'performed', 'bite', 'test', 'cabin', 'pressure', 'controller', 'faults', 'nr', '2', 'nr', '1', 'faults', 'ac', 'power', 'off', 'performed', 'engine', 'run', 'ensure', 'prsov', 'causing', 'pressurization', 'issues', 'means', 'bleed', 'air', 'found', 'bleed', 'air', 'pressure', 'stable', 'varying', 'cabin', 'pressure', 'log', 'page', '1303786then', 'performed', 'operation', 'outflow', 'valve', 'without', 'pressurizing', 'found', 'door', 'operating', 'smoothly', 'performed', 'bite', 'cabin', 'pressurization', 'module', 'ac', 'power', 'fail', 'auto', '1', 'auto', '2', 'normal', 'og', 'page', '1303787', 'removed', 'replaced', 'relays', 'k211', 'k716', 'per', 'action', 'plan', '19115', 'off', 'part', 'pn', 'bacr13c']",WARNING INDICATION        ,AFFECT SYSTEMS            
